0	1233.51560877
0	1287.99767522
0	1285.80307841
0	1273.56777911
0	1283.96325415
0	1300.05122339
0	1284.58496924
0	1293.82661754
0	1287.51260635
0	1276.48967587
0	1284.16740706
0	1283.79582450
0	1293.89607640
0	1295.68304596
0	1289.56839665
0	1290.49555259
0	1293.34972224
0	1269.39737282
0	1282.13184787
0	1293.37323951
0	1288.83302286
0	1288.67241344
0	1287.02672778
0	1292.80042914
0	1286.10512055
0	1281.59686729
0	1288.37474626
0	1266.07994212
0	1288.53739155
0	1294.70739049
0	1278.50763589
0	1295.90198702
0	1288.41859183
1	1211.81157089
1	1224.35393701
1	1227.58234747
1	1226.76910032
1	1230.53553080
1	1233.84239859
1	1204.59849840
1	1212.94989863
1	1230.14396184
1	1237.19634865
1	1234.10460345
1	1231.96020081
1	1225.59571103
1	1220.97838318
1	1224.82422536
1	1243.04818919
1	1236.91456310
1	1222.70879073
1	1232.83269360
1	1202.99500892
1	1283.04474473
1	1223.83605710
1	1229.31745144
1	1219.39815547
1	1217.95634285
1	1220.45325593
1	1209.33623623
1	1228.61744651
1	1227.79782846
1	1234.53627178
1	1238.57869497
1	1212.20297400
2	904.92857002
2	947.69388418
2	920.89018697
2	922.18539099
2	911.39202415
2	921.82114890
2	926.51507038
2	914.09517836
2	914.46019297
2	928.25243448
2	914.52838392
2	887.66744987
2	904.57090101
2	926.07826143
2	891.96396384
2	949.84529781
2	921.79284962
2	935.63189373
2	923.48796762
2	927.36620708
2	914.00313696
2	920.91418066
2	914.05072633
2	923.48059502
2	923.91232969
2	908.38960175
2	911.90365338
2	927.36926940
2	904.96293892
2	920.94412983
2	913.15075888
2	897.57651459
0	1220.41800047
0	1215.49732695
0	1203.77100085
0	1216.74598881
0	1221.43836170
0	1209.21842074
0	1208.13248491
0	1216.76596144
0	1210.16864932
0	1212.53137255
0	1215.51117905
0	1214.30688386
0	1223.10788559
0	1210.77070908
0	1212.67312898
0	1225.34388100
0	1211.44556406
0	1225.38482898
0	1200.66611501
0	1214.89805414
0	1208.84878401
0	1217.52706439
0	1210.59977396
0	1217.95978440
0	1211.19434414
0	1203.18084180
0	1205.64417715
0	1217.35291008
0	1226.34313922
0	1215.07869370
0	1215.37462358
0	1229.13451011
1	1213.03281488
1	1226.74466062
1	1248.28738927
1	1215.32255224
1	1232.11441034
1	1216.69261623
1	1220.20314662
1	1235.46146053
1	1218.47250440
1	1250.86095215
1	1237.22723087
1	1239.22609312
1	1228.25802809
1	1226.81352834
1	1232.45394498
1	1238.06955571
1	1249.64610812
1	1215.55134699
1	1230.91348252
1	1232.51963570
1	1295.14914811
1	1230.45775839
1	1238.86844961
1	1242.52045245
1	1228.67281772
1	1224.22247319
1	1217.80181047
1	1235.81347352
1	1230.95236765
1	1235.66425222
1	1235.40643829
1	1223.94321451
2	894.56401255
2	879.89489056
2	895.04597683
2	892.39569851
2	933.41049251
2	903.62080003
2	871.68664613
2	870.80896483
2	870.46511728
2	880.80818933
2	893.79943488
2	883.81358826
2	895.87336583
2	889.80529047
2	884.62447438
2	869.27574125
2	894.67857107
2	897.57651459
2	877.71671960
2	892.45746966
2	863.90121005
2	879.87539297
2	873.84869682
2	890.23964850
2	874.28459085
2	894.13687120
2	888.94182112
2	884.34164080
2	891.96396384
2	871.24180253
2	895.86342315
2	876.42151558
